 0.200000	 0.856154	 0.001971	 0.386184	 0.553268
 0.210000	 0.903885	 0.000611	 0.453528	 0.644364
 0.220000	 0.952243	 0.004016	 0.502935	 0.735110
 0.230000	 1.004339	 0.000698	 0.529241	 0.840327
 0.240000	 1.063168	 0.000029	 0.630512	 0.921486
 0.250000	 1.115891	 0.001309	 0.690253	 1.121832
 0.260000	 1.165773	-0.006320	 0.733994	 1.279528
 0.270000	 1.226240	 0.001142	 0.848796	 1.346061
 0.280000	 1.285837	 0.002605	 1.011838	 1.617551
 0.290000	 1.350118	 0.002691	 1.004963	 1.863938
 0.300000	 1.413990	-0.000432	 1.181150	 2.450618
 0.310000	 1.476454	-0.000086	 1.226290	 2.637322
 0.320000	 1.541274	 0.000144	 1.412456	 3.069608
 0.330000	 1.608666	-0.005366	 1.525904	 3.620162
 0.340000	 1.686170	-0.001648	 1.704522	 4.574354
 0.350000	 1.753549	-0.000288	 1.816923	 5.056715
 0.360000	 1.835622	 0.002941	 2.001532	 6.375660
 0.370000	 1.923994	 0.000067	 2.368669	 8.605339
 0.380000	 2.018253	-0.005853	 2.526861	 11.535445
 0.390000	 2.117939	 0.007824	 3.217690	 16.860695
 0.400000	 2.215245	 0.037232	 3.643337	 24.407882
 0.410000	 2.339238	-0.008970	 4.587743	 35.628728
 0.420000	 2.501517	-0.057040	 5.725186	 58.445784
 0.430000	 2.683072	-0.032323	 7.314789	 92.918522
 0.440000	 2.868403	 0.154730	 7.182609	 124.404970
 0.450000	 3.032064	 0.308800	 5.549401	 139.468476
 0.460000	 3.168640	-0.819357	 4.925739	 2.017881
 0.470000	 3.278310	-0.855357	 4.346827	 1.327468
 0.480000	 3.352307	-0.876246	 3.713338	 0.817625
 0.490000	 3.421952	-0.895501	 3.090746	 0.529839
 0.500000	 3.490637	-0.911405	 2.772110	 0.335691
 0.510000	 3.547674	-0.923914	 2.509152	 0.270041
 0.520000	 3.589261	-0.932227	 2.363836	 0.238814
 0.530000	 3.632678	-0.941405	 2.128985	 0.175469
 0.540000	 3.668941	-0.947597	 2.153596	 0.164342
 0.550000	 3.705894	-0.954851	 1.756973	 0.116769
 0.560000	 3.728102	-0.958390	 1.777673	 0.113365
 0.570000	 3.757107	-0.963242	 1.489069	 0.090069
 0.580000	 3.778214	-0.966973	 1.397187	 0.079630
 0.590000	 3.797555	-0.970342	 1.382549	 0.067410
 0.600000	 3.820544	-0.973802	 1.204996	 0.057738
