 0.200000	 0.855866	 0.000103	 0.391736	 0.532021
 0.210000	 0.911498	 0.000013	 0.437366	 0.630563
 0.220000	 0.950250	-0.000478	 0.469404	 0.807944
 0.230000	 1.008870	 0.002614	 0.525962	 0.744038
 0.240000	 1.065194	 0.002036	 0.559971	 1.109865
 0.250000	 1.116531	 0.002734	 0.664549	 0.946073
 0.260000	 1.171178	 0.001424	 0.739293	 1.217433
 0.270000	 1.225158	-0.002444	 0.777806	 1.456129
 0.280000	 1.288672	-0.003846	 0.925900	 1.463934
 0.290000	 1.348998	 0.006475	 0.961504	 1.972162
 0.300000	 1.406989	-0.000632	 1.108948	 2.520709
 0.310000	 1.468474	-0.016142	 1.218285	 2.518161
 0.320000	 1.538115	 0.002859	 1.342733	 2.873839
 0.330000	 1.609114	-0.008262	 1.724209	 2.587928
 0.340000	 1.683811	-0.009954	 1.573168	 4.075571
 0.350000	 1.762570	 0.008603	 1.871616	 5.509927
 0.360000	 1.837872	 0.012770	 1.908020	 6.802510
 0.370000	 1.925245	-0.015711	 2.683092	 8.567150
 0.380000	 2.007622	-0.014662	 3.098605	 11.834456
 0.390000	 2.105840	 0.076136	 2.520522	 13.678285
 0.400000	 2.212570	 0.080860	 3.428650	 23.290796
 0.410000	 2.358877	-0.115018	 4.689142	 61.953275
 0.420000	 2.422608	-0.114208	 4.415240	 24.175684
 0.430000	 2.682685	 0.533745	 6.386717	 11.577141
 0.440000	 2.913782	 0.718938	 6.268347	 6.011920
 0.450000	 3.019763	 0.750225	 7.245371	 6.597552
 0.460000	 3.165869	 0.820358	 4.715369	 1.541883
 0.470000	 3.257059	 0.848090	 3.817426	 1.040981
 0.480000	 3.375254	 0.887765	 3.248932	 0.454055
 0.490000	 3.428954	 0.898496	 3.077544	 0.380765
 0.500000	 3.502406	 0.914570	 2.917146	 0.336121
 0.510000	 3.548029	 0.924538	 2.357616	 0.241291
 0.520000	 3.600013	 0.934872	 1.935915	 0.205564
 0.530000	 3.636915	 0.942277	 2.103528	 0.165577
 0.540000	 3.668810	 0.948258	 1.881319	 0.134777
 0.550000	 3.707584	 0.955118	 1.818815	 0.119827
 0.560000	 3.731578	 0.959174	 1.680214	 0.094267
 0.570000	 3.755082	 0.963028	 1.646975	 0.098776
 0.580000	 3.779101	 0.967172	 1.423227	 0.076718
 0.590000	 3.794778	 0.969898	 1.240270	 0.065642
 0.600000	 3.820710	 0.974024	 1.459586	 0.065863
